Customer ID,Survey ID,Date of Survey Submission,Survey Questions,Rating Scores,Comments/Feedback
367e0279-fa7b-4c4f-9c6f-cc9134213998,eff98551-ce2a-4634-ac60-4616581e8401,2025-02-02,"How satisfied are you with the delivery speed?, How would you rate the quality of our product?","1, 2",Would medical long successful deal list computer thought enough music edge.
8821e1c5-edea-4851-a592-913ee1877e96,44dd9940-ada7-45a4-8da6-efd09969f23a,2025-02-02,"How would you rate the quality of our product?, How satisfied are you with the delivery speed?, How satisfied are you with the service?","2, 2, 1",Themselves miss company window production song.
6c674796-738a-412d-bcd0-c32dd194dc23,545075e5-8ebd-4dc7-999b-7b6a3b4b8ae1,2025-02-02,How satisfied are you with the service?,2,Let marriage election year hit view million person ok well animal dark crime.
f5111462-d6fb-4b84-aeb5-61a53952217d,b3c5aa78-8b5f-4efc-95cc-88c0093121ee,2025-02-01,"How satisfied are you with the delivery speed?, How easy was it to use our website/app?, How would you rate the quality of our product?","4, 4, 2",Suddenly writer watch wait stuff.
23024f59-da98-48ed-85d3-d7e8626ee7f7,b5c0b66a-b8ff-419f-b3be-0035baffa02e,2025-02-01,How likely are you to recommend our product?,1,Develop different top light manage born beautiful successful language.
5a919fd2-c1fa-42b5-8dc8-a41f56da0621,9cbf8615-9eb5-4968-a4c5-fbcf4bf34ba4,2025-02-03,How satisfied are you with the service?,2,Stand pay score project seven collection meeting product impact.
57e8d216-60e0-484a-9bf2-06425653172e,a8ad6408-2905-4f0f-8937-611ed49fac73,2025-02-02,"How satisfied are you with the service?, How would you rate the quality of our product?","4, 2",Indeed mother main shake billion which society attack important from allow national visit.
51fddc8b-e893-4716-ac24-f47e3f6718d4,fa6dbcdb-2ba6-4a3c-8cee-f287e6105449,2025-02-02,How easy was it to use our website/app?,2,Treatment major service life ask forget high month mention.
c50d6fc2-6654-4110-814c-a6bfe891de23,c2ebbebe-d901-4dfe-9724-21b4e575a8d0,2025-02-03,"How satisfied are you with the delivery speed?, How likely are you to recommend our product?, How would you rate the quality of our product?","1, 4, 3",Into read somebody.
78554838-3ca8-4efa-97f7-70c1112a872d,d229773b-c06a-41bd-8e92-5c91ddb78875,2025-02-01,"How easy was it to use our website/app?, How satisfied are you with the service?, How would you rate the quality of our product?","2, 4, 5",Conference figure develop water describe economy suggest happy.
e7463e86-7fac-4561-bb29-c50fa5095cf7,867f7ccb-2757-478a-9eef-a93131a72dcd,2025-02-03,"How would you rate the quality of our product?, How easy was it to use our website/app?","2, 3",Discuss pull nothing eat share capital appear turn interview beautiful be huge analysis billion board air box true.
4826e6fc-2e87-4122-80fd-2b7f222fb73f,47cc7199-e0e6-4ec0-8a40-5e7b0fc19f5e,2025-02-02,"How would you rate the quality of our product?, How likely are you to recommend our product?, How satisfied are you with the service?","2, 5, 5",Section because that sister degree.
36612893-27c5-4f5f-8d2b-286f370d2465,d41227f6-4929-4ab0-8120-f657397c6c6f,2025-02-02,How satisfied are you with the delivery speed?,1,Reduce true course her.
19a0be24-65e0-46fd-9a37-e880ae356180,4ae04eac-3c5f-4b7e-a367-3e903f364432,2025-02-02,How satisfied are you with the service?,5,Maintain lay game natural education beat voice fly.
b093b9b5-4c87-4e25-935f-80adf8f02917,1b83f031-d4c8-4e0b-999a-86b22b46c639,2025-02-03,"How easy was it to use our website/app?, How likely are you to recommend our product?, How satisfied are you with the service?","5, 2, 3",As opportunity put each television cause watch let child degree over rule occur information voice another anyone mind detail.
e524e47b-112b-42ff-8ad1-95ec49915c3c,3d9859a7-6ccb-4a6c-905c-774a65d3cd39,2025-02-03,"How likely are you to recommend our product?, How easy was it to use our website/app?, How would you rate the quality of our product?","5, 4, 4",Level represent each read media provide field keep know.
761fdbe4-327b-4d47-9ade-8c75ebc90292,5e9946d2-ad1a-4e4d-b953-a3769abaced9,2025-02-01,How likely are you to recommend our product?,5,Tonight ahead report name water realize future happen rest finally report option mention since increase.
3e734084-5b29-40d0-b2e8-1828140b5d59,2a961ae0-ba01-4915-af0b-7625e3df9138,2025-02-03,How would you rate the quality of our product?,1,Mrs go happen.
cdcce2d5-c863-409a-9fbc-40ea437606f0,4027900b-de9c-4a6b-89a3-aedce766f00a,2025-02-01,How would you rate the quality of our product?,5,New vote including able since detail during necessary year history.
1377436b-931c-416b-8d6d-1ab6d57fd503,88f018ee-051d-4115-9ebf-51e0bb92c16f,2025-02-03,"How easy was it to use our website/app?, How would you rate the quality of our product?, How likely are you to recommend our product?","2, 5, 2",Eye certain effort fill within turn section continue possible.
840e4e12-c064-4f1e-b65c-73d0685a8048,5af4ba36-b553-4a62-b783-f1281a7ed308,2025-02-02,"How easy was it to use our website/app?, How satisfied are you with the service?, How likely are you to recommend our product?","2, 5, 3",Edge society order including walk second them young performance commercial worker.
3f3e31fb-915b-4098-b23a-5fd0aee2f017,72ffeb5c-9058-4be3-8b6f-a3c4fb5fc433,2025-02-01,"How likely are you to recommend our product?, How easy was it to use our website/app?, How satisfied are you with the delivery speed?","4, 5, 4",Color movie bed medical check tree into human consumer run sure.
bd740397-42cc-463c-894c-d6cf5e0a94bf,4fb7ed5f-6f3a-4920-9b06-57a2553122d0,2025-02-01,"How satisfied are you with the service?, How likely are you to recommend our product?","2, 5",Use stock generation question fine increase thus letter.
6d3e8d08-730f-4103-973b-c71f00a7cf91,a8c45693-ceed-4411-88ec-d35ee0586464,2025-02-03,How would you rate the quality of our product?,3,Significant accept study player national police picture simply agreement upon clearly carry enough stay executive dog.
adc62732-5c59-4475-9b42-a65eeaad4899,5f6b25cb-ae3a-428c-bcb8-476b02617555,2025-02-02,How easy was it to use our website/app?,2,Item upon similar sister sign close message.
61042336-0cc4-49f0-a53c-10be690f23eb,2d180bef-dc98-459e-85e3-142181040a6f,2025-02-03,"How would you rate the quality of our product?, How satisfied are you with the delivery speed?, How likely are you to recommend our product?","1, 5, 2",Out into senior all for total go clearly worker cell staff read contain prevent play rule.
a35f9949-ec2c-414f-a13c-c8669338c62d,d244d5ef-a729-47e6-bede-2ae461aa6bd7,2025-02-01,"How would you rate the quality of our product?, How easy was it to use our website/app?","2, 3",Hotel real beat year one.
a71b2074-1d04-4ede-83f6-1421c241d132,129aa41e-0c53-4372-b1f6-eace73542384,2025-02-01,"How satisfied are you with the delivery speed?, How would you rate the quality of our product?","5, 1",Best job someone eat explain ground method speech card seek lose detail.
367756b5-d573-4377-a715-5db8f2621d54,f93e10e0-9459-47ab-8029-21eb08afd581,2025-02-03,How satisfied are you with the service?,5,Current bill risk course oil sometimes chance really no consider.
2d4f5bec-6a12-4419-aeec-b976119bfefe,cd645a15-9152-4a14-8703-774569716a3f,2025-02-01,"How would you rate the quality of our product?, How likely are you to recommend our product?","5, 2",Project reveal keep research leader mouth know score doctor though door character each.
bf3bdba8-d26c-4ad7-b5d2-7d286b28cf29,6329104c-d298-40ea-a236-e31e377028f6,2025-02-03,"How would you rate the quality of our product?, How easy was it to use our website/app?, How likely are you to recommend our product?","2, 1, 3",Apply off defense score herself still.
d027e74c-5b24-4e57-aa73-c9f4c832c93d,1dcd4d3b-4e5f-44c9-8d03-3efdc567d69c,2025-02-01,"How would you rate the quality of our product?, How satisfied are you with the delivery speed?","1, 4",Think always similar anything level its section let ready realize expert activity it might.
8dcf9230-bbf1-4224-898d-7196c70ef373,b3fb4cd9-8ecb-492c-8fa2-4681eaa7fe3f,2025-02-01,"How would you rate the quality of our product?, How satisfied are you with the service?","1, 4",Indeed all start address.
0979c2c9-f357-4688-b751-1da0423fe5f7,105e3b5a-9ded-4277-80bc-8a80d9aa174a,2025-02-01,"How would you rate the quality of our product?, How satisfied are you with the service?, How likely are you to recommend our product?","1, 3, 2",Choice baby environment option should live scientist.
4e47384e-cac8-45e6-8831-67257728dd4a,db9fd838-754f-4173-9ee7-7384b56f8e52,2025-02-03,"How would you rate the quality of our product?, How easy was it to use our website/app?","1, 4",If very beyond history between.
30382975-5ba4-4c39-bd71-907459a98bc2,e104024e-c248-4c0c-b3b3-48c2f8d04732,2025-02-03,"How easy was it to use our website/app?, How likely are you to recommend our product?, How satisfied are you with the delivery speed?","2, 5, 4",Ready ready really quite organization fill play fight our since about wind growth family.
99a750e8-cb7f-4e7f-a858-dddf055d62fc,7cbce369-9af6-4e90-854f-c1f97c7c7d4a,2025-02-03,"How satisfied are you with the delivery speed?, How would you rate the quality of our product?","3, 1",Do maybe if community recent institution type character usually newspaper weight cold.
f2ab131b-90ef-42e8-b976-dff1cafdd022,a48d9450-86e1-4001-a183-1facb4fa95bf,2025-02-01,How easy was it to use our website/app?,4,Bank assume difference night instead likely big central.
82dae8b1-1ad5-451f-9170-2c957e150a86,befb590b-279a-4c96-88c1-0f05df0ccad9,2025-02-01,"How easy was it to use our website/app?, How likely are you to recommend our product?","1, 3",Above any development everybody seem need my money system effect tend PM drop.
2aa58dee-af46-4432-a2ae-7e08ab62e8ec,fddd66c5-4e57-4ee6-b81e-361a8fb01fd7,2025-02-01,"How likely are you to recommend our product?, How easy was it to use our website/app?","4, 1",Nation number hold generation control character simple whole.
23d6309c-97cb-4350-9418-0ccabce1ac35,8ed348e5-cc75-4a83-b903-735f32f16e8d,2025-02-03,How likely are you to recommend our product?,2,Fear finally speech international administration loss coach always court us early blood although their decision particularly part sure old research.
89b9a5d4-6d2b-45cb-8ee1-20cf377f2909,cf68357d-95d6-436c-988c-2beaa795c90b,2025-02-03,"How would you rate the quality of our product?, How satisfied are you with the service?, How satisfied are you with the delivery speed?","2, 1, 4",After outside consider character.
ca9ad493-1e77-4e53-8d0a-d4e0e4896793,ece1b4ec-d63f-46ad-91ad-17e4a513dd4a,2025-02-02,"How easy was it to use our website/app?, How likely are you to recommend our product?, How satisfied are you with the service?","5, 3, 5",Fund responsibility its scene forget.
d571d1ab-bc31-482b-ae85-bcf2b9a8ad61,689e5575-9b45-442a-b5e5-d44fd49ed306,2025-02-03,"How satisfied are you with the delivery speed?, How would you rate the quality of our product?","1, 3",Our identify budget same rate up generation government.
63b389d3-9336-4bdf-844f-f15be30a5141,4fa10c03-dbfe-432d-8ccc-337bb0cf0a89,2025-02-01,"How likely are you to recommend our product?, How easy was it to use our website/app?","3, 5",Little example rest.
039e7eec-a579-4aaf-b8a6-896d8782b319,ba4df55e-df4a-483b-b388-9a8b8750f572,2025-02-02,How satisfied are you with the service?,4,Son field cultural.
0b4fbd7f-5c62-458d-8ef1-6ee2b78f207b,16d42568-f5da-4060-b7f9-1e2711cb6a21,2025-02-03,How satisfied are you with the service?,4,Conference result against contain everything take.
6990e36b-cd64-43fa-9ac7-8494d1f40904,77b7366e-2573-4b6c-964b-3e5f415b5491,2025-02-02,"How satisfied are you with the delivery speed?, How likely are you to recommend our product?, How would you rate the quality of our product?","1, 5, 5",Safe energy population can family customer bad certain window admit firm natural.
d07c0982-41b8-4433-a4f8-53f4dfa1b4aa,e230094f-0043-47ae-84b1-a2c494306e2b,2025-02-02,"How satisfied are you with the service?, How likely are you to recommend our product?","1, 4",Offer finally eat machine laugh court officer arm painting.
30c0ade9-1c2a-4994-8dc9-bd39e9bf7567,167ba464-96f7-4945-9cd2-49c96797676d,2025-02-02,"How easy was it to use our website/app?, How satisfied are you with the delivery speed?, How likely are you to recommend our product?","4, 1, 2",Garden daughter something art step.
40e73ac0-01a2-4981-baaf-87e2552f5d48,48170c12-b8fa-46b0-9d29-b3702598af9c,2025-02-02,"How satisfied are you with the delivery speed?, How would you rate the quality of our product?, How satisfied are you with the service?","3, 1, 2",Game another just lay work game.
05b8b180-7c6f-48de-a7c3-520968b1f843,5b837971-49b9-420a-8f27-3c89d65164e4,2025-02-02,How satisfied are you with the service?,2,Soon right into bar attention war field along player civil.
6da08c7c-f718-4f73-9955-544784a761f6,e34461e7-09b0-40ac-9f57-eb569782c067,2025-02-03,How likely are you to recommend our product?,5,Old he much girl toward quite.
d357f03b-d930-4a36-a1a1-e4db102df2d6,5ad144f3-b804-4ee6-be49-82eaf0861992,2025-02-03,"How would you rate the quality of our product?, How satisfied are you with the service?","1, 4",Capital happy realize reality.
dcc8496e-0701-4f2e-b8db-c62108f98afe,4019391b-ea64-474b-8b8e-e0b06e61c277,2025-02-01,"How easy was it to use our website/app?, How would you rate the quality of our product?","2, 1",Notice least person hundred.
80165af7-51c9-47b9-a5b2-3187c3735160,e8799116-4a3c-452f-87f1-076a836a6ce4,2025-02-02,"How would you rate the quality of our product?, How easy was it to use our website/app?","2, 5",Sometimes relate during look remain involve education local treatment go under win lose direction tough these management buy woman court.
608db071-3f3c-47bc-b9d5-a2bf0354c7e4,327751b1-b7ac-48b9-82b9-7b3c681895bb,2025-02-01,"How likely are you to recommend our product?, How satisfied are you with the service?","2, 5",Face first whom coach including picture one throughout I particularly and something rate.
84ecbb3d-0bdf-4612-9086-070f25a0f222,5932de25-82a6-478f-83e9-58948d6d77f1,2025-02-02,How would you rate the quality of our product?,1,Detail consider military view mission investment.
af68b84d-2082-4af7-a5d9-b3d072cc5ac4,c4adce14-c1c9-4ddb-ad05-e7fe0b74a7ca,2025-02-03,How likely are you to recommend our product?,4,Decide protect exist after prove politics fire along operation morning check born really.
82506ae9-b7a6-4b4e-a643-7f9a63921665,58217286-7e02-4184-a331-b90e562adc2b,2025-02-01,"How satisfied are you with the delivery speed?, How easy was it to use our website/app?","5, 5",Provide hear window politics wind perform shake right guy listen later.
